title,url
Discussion,https://doi.org/10.1016/S0969-6997(99)00029-0
A market attraction model for predicting the US market share of large civil aircraft,https://doi.org/10.1016/S0969-6997(99)00017-4
Airport competition in the deregulated European aviation market,https://doi.org/10.1016/S0969-6997(99)00018-6
Management of airport congestion through slot allocation,https://doi.org/10.1016/S0969-6997(99)00019-8
An assessment of risk and safety in civil aviation,https://doi.org/10.1016/S0969-6997(99)00021-6
Fifth freedoms and airline alliances. The role of fifth freedom traffic in an understanding of airline alliances,https://doi.org/10.1016/S0969-6997(99)00022-8
A simple revenue-cost perspective on US airport operations,https://doi.org/10.1016/S0969-6997(99)00020-4
Distinct features of lasting and non-lasting airline alliances,https://doi.org/10.1016/S0969-6997(99)00024-1
Scheduling issues and network strategies for international airline alliances,https://doi.org/10.1016/S0969-6997(99)00027-7
Judging a book by it's cover: the relationship between service and safety quality in US national and regional airlines,https://doi.org/10.1016/S0969-6997(99)00025-3
Econometric and fuzzy models for the forecast of demand in the airport of Rhodes,https://doi.org/10.1016/S0969-6997(99)00026-5
Managing airline disasters:: the role of consumer safety perceptions and sense-making,https://doi.org/10.1016/S0969-6997(99)00030-7
Demand for leisure air travel and limits to growth,https://doi.org/10.1016/S0969-6997(99)00031-9
Interorganizational support and strategies for the ASEAN aviation sector: an application of canonical correlation analysis,https://doi.org/10.1016/S0969-6997(00)00002-8
Performance evaluation for airlines including the consideration of financial ratios,https://doi.org/10.1016/S0969-6997(00)00003-X
Privacy policies of air travel web sites: a survey and analysis,https://doi.org/10.1016/S0969-6997(00)00007-7
Economic appraisal in Norwegian aviation,https://doi.org/10.1016/S0969-6997(00)00008-9
Conference,https://doi.org/10.1016/S0969-6997(00)00006-5
Book review,https://doi.org/10.1016/S0969-6997(00)00005-3
Book review,https://doi.org/10.1016/S0969-6997(00)00004-1
Book review,https://doi.org/10.1016/S0969-6997(00)00009-0
Airline franchising in Europe: benefits and disbenefits to airlines and consumers,https://doi.org/10.1016/S0969-6997(00)00010-7
Environmental capacity: noise pollution at Catania-Fontanarossa international airport,https://doi.org/10.1016/S0969-6997(00)00013-2
Aircraft operational costs and turnaround efficiency at airports,https://doi.org/10.1016/S0969-6997(00)00014-4
International air transportation and economic development,https://doi.org/10.1016/S0969-6997(00)00015-6
Greek domestic air transport–industry and policy developments From post-World War II to post-liberalization,https://doi.org/10.1016/S0969-6997(00)00016-8
A dynamic approach for aircraft assignment and maintenance scheduling by airlines,https://doi.org/10.1016/S0969-6997(00)00011-9
Defining airline compatible luggage,https://doi.org/10.1016/S0969-6997(00)00017-X
University of Pittsburgh conference on “The future of E.U.–U.S. aviation relations”,https://doi.org/10.1016/S0969-6997(00)00019-3
"Strategic Airport Planning: Robert E. Caves and Geoffrey D. Gosling (Eds.): Pergamon, An imprint of Elsevier, Amsterdam, 1999, pp. xiv-451.",https://doi.org/10.1016/S0969-6997(00)00012-0
Index,https://doi.org/10.1016/S0969-6997(00)00020-X
Preface,https://doi.org/10.1016/S0969-6997(00)00030-2
A note on airline alliances,https://doi.org/10.1016/S0969-6997(00)00027-2
An ‘Open Sky’ scenario for Hamburg airport and Germany,https://doi.org/10.1016/S0969-6997(00)00023-5
Measuring the economic impact of liberalization of international aviation on Hamburg airport,https://doi.org/10.1016/S0969-6997(00)00025-9
Airport subsidies and congestion in North America: the need for accounts and a regulator within virtual World Trade Organization rules,https://doi.org/10.1016/S0969-6997(00)00026-0
Promoting trade in airline services,https://doi.org/10.1016/S0969-6997(00)00028-4
Liberalization in German air transport — analysis and competition policy recommendations: Summary of a German study,https://doi.org/10.1016/S0969-6997(00)00032-6
Global airline alliances: international regulatory issues,https://doi.org/10.1016/S0969-6997(00)00034-X
Network effects of bilaterals: implications for the German air transport policy,https://doi.org/10.1016/S0969-6997(00)00035-1
Airport charges and cost recovery: the long-run view,https://doi.org/10.1016/S0969-6997(00)00024-7
Are cockpit weather information systems feasible products?,https://doi.org/10.1016/S0969-6997(00)00021-1
Carbon dioxide emissions from international aviation: 1950–2050,https://doi.org/10.1016/S0969-6997(00)00031-4
Managerial perception of barriers to route exit: evidence from Europe's civil aviation markets,https://doi.org/10.1016/S0969-6997(00)00033-8
Marketing low-cost airline services to business travellers,https://doi.org/10.1016/S0969-6997(00)00036-3
Aviation rescue and firefighting in Australia — is it protecting the customer?,https://doi.org/10.1016/S0969-6997(00)00037-5
"The evolution of airport management practices: towards a multi-point, multi-service, marketing-driven firm",https://doi.org/10.1016/S0969-6997(00)00038-7
Operating environment for a civil aviation industry in India,https://doi.org/10.1016/S0969-6997(00)00040-5
Airline capital structure and returns,https://doi.org/10.1016/S0969-6997(00)00041-7
An econometric analysis of international air travel demand in Saudi Arabia,https://doi.org/10.1016/S0969-6997(00)00043-0
An application of DEA to measure the efficiency of Spanish airports prior to privatization,https://doi.org/10.1016/S0969-6997(00)00044-2
The geography of air passenger volume and local employment patterns by US metropolitan core area: 1973–1996,https://doi.org/10.1016/S0969-6997(00)00045-4
Environmental externalities in air transport markets,https://doi.org/10.1016/S0969-6997(01)00002-3
Critical success factors for offshore airports — a comparative evaluation,https://doi.org/10.1016/S0969-6997(01)00003-5
Market entry to the full-service airline market — a case study from the deregulated European aviation sector,https://doi.org/10.1016/S0969-6997(00)00029-6
"Airline Marketing and Management (Fourth Edition): Stephen Shaw; Ashgate Publishing Ltd., Brookefield, UT, 1999, 294 pp., Hardback 1 84014 922 1 £35",https://doi.org/10.1016/S0969-6997(00)00039-9
Motives for mega-alliance between US ex-trunk carriers and European flag carriers,https://doi.org/10.1016/S0969-6997(01)00006-0
Changing the rules—amending the nationality clauses in air services agreements,https://doi.org/10.1016/S0969-6997(01)00007-2
Revenue and investment management of privatized airports and air navigation services—a regulatory perspective,https://doi.org/10.1016/S0969-6997(01)00008-4
Resource availability and new entry in the US airline industry,https://doi.org/10.1016/S0969-6997(01)00011-4
Quality of hub-and-spoke networks; the effects of timetable co-ordination on waiting time and rescheduling time,https://doi.org/10.1016/S0969-6997(01)00012-6
The “Southwest Effect” in multi-airport regions,https://doi.org/10.1016/S0969-6997(01)00013-8
"Lobbying the European Commission: the case of air transport: Dinos Kyrou, Ashgate, Aldershot. 2000, 252 pp, ISBN 0754611175",https://doi.org/10.1016/S0969-6997(01)00009-6
"Airport Design and Operation,: Antonin Kazda and Robert E. Caves, Pergamon Press; 398 pp. August 2000, ISBN 0080428134",https://doi.org/10.1016/S0969-6997(01)00010-2
Developments in the deregulated air transport market,https://doi.org/10.1016/S0969-6997(01)00020-5
Traffic distribution in low-cost and full-service carrier networks in the US air transportation market,https://doi.org/10.1016/S0969-6997(01)00021-7
Will Europe's charter carriers be replaced by “no-frills” scheduled airlines?,https://doi.org/10.1016/S0969-6997(01)00022-9
Key aspects of global strategic alliances and the impacts on the future of Canadian airline industry,https://doi.org/10.1016/S0969-6997(01)00023-0
Levels of airline alliance membership: balancing risks and benefits,https://doi.org/10.1016/S0969-6997(01)00025-4
"The evolution of the European aviation network, 1990–1998",https://doi.org/10.1016/S0969-6997(01)00024-2
"Developments in air transport: implications on investment decisions, profitability and survival of Asian airlines",https://doi.org/10.1016/S0969-6997(01)00026-6
Truck scheduling for ground to air connectivity,https://doi.org/10.1016/S0969-6997(01)00014-X
Ethical and moral considerations of airline management,https://doi.org/10.1016/S0969-6997(01)00019-9
Evolution of global airline strategic alliance and consolidation in the twenty-first century,https://doi.org/10.1016/S0969-6997(01)00027-8
Forecasting passenger load for a fixed planning horizon,https://doi.org/10.1016/S0969-6997(01)00030-8
An exploratory analysis of the effect of numbers of choice sets in designed choice experiments: an airline choice application,https://doi.org/10.1016/S0969-6997(01)00031-X
"Yield management strategies for the service industries (second edition): Anthony Ingold, Una McMahon-Beattie and Ian Yeoman (Ed) Continuum, London and New York, 2000, pp. 345, £19.99 paperback, ISBN 0-8264-4825-9",https://doi.org/10.1016/S0969-6997(01)00016-3
"The impact of liberalizing international aviation bilaterals. The case of the Northern German Region: David W. Gillen, Holger Hinsch, Benedikt Mandel and Hartmut Wolf (eds.); Ashgate Publishing Ltd., Aldershot, UK, 2001, 244pp., price £42.50 Hardback 0 7546 1761 0",https://doi.org/10.1016/S0969-6997(01)00028-X
Preface,https://doi.org/10.1016/S0969-6997(01)00043-6
Reforming air traffic control: an assessment from the American perspective,https://doi.org/10.1016/S0969-6997(01)00018-7
The new UK model for air traffic services—a public private partnership under economic regulation,https://doi.org/10.1016/S0969-6997(01)00029-1
Privatisation and regulation of Australian and New Zealand airports,https://doi.org/10.1016/S0969-6997(01)00036-9
Success factors for the privatisation of airports—an airline perspective,https://doi.org/10.1016/S0969-6997(01)00037-0
Regulation of airports: the case of Hamburg airport—a view from the perspective of regional policy,https://doi.org/10.1016/S0969-6997(01)00038-2
"The economics of the Internet, the new economy and opportunities for airports",https://doi.org/10.1016/S0969-6997(01)00041-2
Airport regulation and competition,https://doi.org/10.1016/S0969-6997(01)00015-1
Announcement: Hamburg Conference 2002,https://doi.org/10.1016/S0969-6997(01)00055-2
Micro-level analysis of airport delay externalities using deterministic queuing models: a case study,https://doi.org/10.1016/S0969-6997(01)00045-X
Access mode choice for relocated airports: the new Athens International Airport,https://doi.org/10.1016/S0969-6997(01)00033-3
The business case for turbulence sensing systems in the US air transport sector,https://doi.org/10.1016/S0969-6997(01)00034-5
The logistics of air cargo co-mingling at Ted Stevens Anchorage International Airport,https://doi.org/10.1016/S0969-6997(01)00035-7
The digitalisation of market relationships in the airline business: the impact and prospects of e-business,https://doi.org/10.1016/S0969-6997(01)00039-4
Designing the airport airside for the new large aircraft,https://doi.org/10.1016/S0969-6997(01)00040-0
"The airline business in the 21st century: Rigas Doganis; Routledge, London, 2001, 240pp., price $29.95, paperback, ISBN 0-415-20883-1",https://doi.org/10.1016/S0969-6997(01)00017-5
"Deregulation and liberalisation of the airline industry. Asia, Europe, North America and Oceania: Dipendra Sinha; Aldershot, Ashgate, 2001, 166 pages, ISBN 1 84014 835 7",https://doi.org/10.1016/S0969-6997(01)00032-1
"Integrated transport policy implications for regulation and competition: John Preston, Helen Lawton Smith and David Starkie (Eds.), Ashgate, Aldershot, 2000",https://doi.org/10.1016/S0969-6997(01)00042-4
