title,url
Does a threat appeal moderate reckless driving? A terror management theory perspective,https://doi.org/10.1016/S0001-4575(99)00042-1
"The effects on safety, time consumption and environment of large scale use of roundabouts in an urban area: a case study",https://doi.org/10.1016/S0001-4575(99)00044-5
Sixteen years age limit for learner drivers in Sweden—an evaluation of safety effects,https://doi.org/10.1016/S0001-4575(99)00045-7
Which are the relevant costs and benefits of road safety measures designed for pedestrians and cyclists?,https://doi.org/10.1016/S0001-4575(99)00046-9
A comparison of different ways to approximate time-to-line crossing (TLC) during car driving,https://doi.org/10.1016/S0001-4575(99)00048-2
"Hispanics, Blacks and Whites driving under the influence of alcohol: results from the 1995 National Alcohol Survey",https://doi.org/10.1016/S0001-4575(99)00049-4
"Regional mortality from motor vehicle traffic injury: relationships among place-of-occurrence, place-of-death, and place-of-residence",https://doi.org/10.1016/S0001-4575(99)00051-2
Globalization in road safety: explaining the downward trend in road accident rates in a single country (Israel),https://doi.org/10.1016/S0001-4575(99)00053-6
Assessment of university students’ coping strategies and reasons for driving in high-risk drinking-driving situations,https://doi.org/10.1016/S0001-4575(99)00060-3
Accident reduction factors and causal inference in traffic safety studies: a review,https://doi.org/10.1016/S0001-4575(99)00050-0
Exploration of the barriers to bicycle helmet use among 12 and 13 year old children,https://doi.org/10.1016/S0001-4575(99)00059-7
Factors affecting the severity of motor vehicle traffic crashes involving elderly drivers in Ontario,https://doi.org/10.1016/S0001-4575(99)00039-1
Preventing vehicle crashes with trains at grade crossings: the risk seeker challenge,https://doi.org/10.1016/S0001-4575(99)00061-5
Editorial,https://doi.org/10.1016/S0001-4575(99)00128-1
Head restraints—the neglected countermeasure,https://doi.org/10.1016/S0001-4575(99)00057-3
"Is a lifetime history of neck injury in a traffic collision associated with prevalent neck pain, headache and depressive symptomatology?",https://doi.org/10.1016/S0001-4575(99)00117-7
Biomechanical assessment of soft tissue cervical spine disorders and expert opinion in low speed collisions,https://doi.org/10.1016/S0001-4575(99)00086-X
Neck injuries in car collisions — a review covering a possible injury mechanism and the development of a new rear-impact dummy,https://doi.org/10.1016/S0001-4575(99)00080-9
Whiplash injury — are current head restraints doing their job?,https://doi.org/10.1016/S0001-4575(99)00092-5
How crash severity in rear impacts influences short- and long-term consequences to the neck,https://doi.org/10.1016/S0001-4575(99)00083-4
Neck injuries in frontal impacts: influence of crash pulse characteristics on injury risk,https://doi.org/10.1016/S0001-4575(99)00096-2
The relationship between clinical and kinematic responses from human subject testing in rear-end automobile collisions,https://doi.org/10.1016/S0001-4575(99)00109-8
Seat back and head restraint response during low-speed rear-end automobile collisions,https://doi.org/10.1016/S0001-4575(99)00108-6
Role of awareness in head-neck acceleration in low velocity rear-end impacts,https://doi.org/10.1016/S0001-4575(99)00114-1
Influence of seat characteristics on occupant motion in low-speed rear impacts,https://doi.org/10.1016/S0001-4575(99)00082-2
Pressure measurements in the spinal canal of post-mortem human subjects during rear-end impact and correlation of results to the neck injury criterion,https://doi.org/10.1016/S0001-4575(99)00097-4
A new mathematical neck model for a low-velocity rear-end impact dummy: evaluation of components influencing head kinematics,https://doi.org/10.1016/S0001-4575(99)00085-8
Road safety engineering: an effective tool in the fight against whiplash injuries,https://doi.org/10.1016/S0001-4575(99)00077-9
"Injury surveillance in Victoria, Australia: developing comprehensive injury incidence estimates",https://doi.org/10.1016/S0001-4575(99)00121-9
Neck pain and head restraint position relative to the driver’s head in rear-end collisions,https://doi.org/10.1016/S0001-4575(99)00126-8
Report investigating the importance of head restraint positioning in reducing neck injury in rear impact,https://doi.org/10.1016/S0001-4575(99)00127-X
WHIPS – Volvo’s whiplash protection study,https://doi.org/10.1016/S0001-4575(99)00107-4
Comparison of car seats in low speed rear-end impacts using the BioRID dummy and the new neck injury criterion (NIC),https://doi.org/10.1016/S0001-4575(99)00105-0
Editorial,https://doi.org/10.1016/S0001-4575(99)00113-X
Consumer affairs and the valuation of safety,https://doi.org/10.1016/S0001-4575(99)00055-X
Near miss and minor injury information — can it be used to plan and evaluate injury prevention programmes?,https://doi.org/10.1016/S0001-4575(99)00054-8
Burn injuries in The Netherlands,https://doi.org/10.1016/S0001-4575(99)00056-1
Risk perception in consumer product use,https://doi.org/10.1016/S0001-4575(99)00093-7
Validating recall of falls by older people,https://doi.org/10.1016/S0001-4575(99)00066-4
"Epidemiology of personal watercraft-related injury on Arkansas waterways, 1994–1997: identifying priorities for prevention",https://doi.org/10.1016/S0001-4575(99)00091-3
Risk factors for severe injuries associated with falls from playground equipment,https://doi.org/10.1016/S0001-4575(99)00079-2
What you don’t know can hurt you: household products and events,https://doi.org/10.1016/S0001-4575(99)00072-X
Stay on Your Feet Safety Walks Group,https://doi.org/10.1016/S0001-4575(99)00065-2
Analysis of climbing accidents,https://doi.org/10.1016/S0001-4575(99)00026-3
Smoking as a risk factor for accident death: a meta-analysis of cohort studies,https://doi.org/10.1016/S0001-4575(99)00034-2
Burn properties of fabrics and garments worn in India,https://doi.org/10.1016/S0001-4575(99)00112-8
Karate injuries in children and adolescents,https://doi.org/10.1016/S0001-4575(99)00120-7
An impact evaluation of a falls prevention program among older people,https://doi.org/10.1016/S0001-4575(99)00043-3
Diagnosis and monetary quantification of occupational injuries by indices related to human capital loss: analysis of a steel company as an illustration,https://doi.org/10.1016/S0001-4575(99)00047-0
Multiple attribute entropy classification of school-age injuries,https://doi.org/10.1016/S0001-4575(99)00069-X
Pedestrians on slippery surfaces during winter—methods to describe the problems and practical tests of anti-skid devices,https://doi.org/10.1016/S0001-4575(99)00070-6
"The community safety approach in Falun, Sweden — is it possible to characterise the most effective prevention endeavours and how long-lasting are the results?",https://doi.org/10.1016/S0001-4575(99)00058-5
"Erratum to “Injury surveillance in Victoria, Australia: developing comprehensive injury incidence estimates”[Accident Analysis and Prevention 32 (2), 277–286]",https://doi.org/10.1016/S0001-4575(00)00008-7
Exploring the relationship between alcohol and the driver characteristics in motor vehicle accidents,https://doi.org/10.1016/S0001-4575(99)00062-7
The relationship of alcohol safety laws to drinking drivers in fatal crashes,https://doi.org/10.1016/S0001-4575(99)00063-9
Factors associated with falling asleep at the wheel among long-distance truck drivers,https://doi.org/10.1016/S0001-4575(99)00067-6
"Characterological, situational, and behavioral risk factors for motor vehicle accidents: a prospective examination",https://doi.org/10.1016/S0001-4575(99)00068-8
Evaluation of photo radar program in British Columbia,https://doi.org/10.1016/S0001-4575(99)00071-8
Effect of Florida’s graduated licensing program on the crash rate of teenage drivers,https://doi.org/10.1016/S0001-4575(99)00074-3
Fatalities to occupants of cargo areas of pickup trucks,https://doi.org/10.1016/S0001-4575(99)00075-5
Injury trends of passenger car drivers in frontal crashes in the USA,https://doi.org/10.1016/S0001-4575(99)00076-7
The effectiveness of the ‘ride-bright’ legislation for motorcycles in Singapore,https://doi.org/10.1016/S0001-4575(99)00078-0
Head injuries to bicyclists and the New Zealand bicycle helmet law,https://doi.org/10.1016/S0001-4575(99)00081-0
Influence of drivers’ comprehension of posted signs on their safety related characteristics,https://doi.org/10.1016/S0001-4575(99)00084-6
Alcohol use in relation to driving records among injured bicyclists,https://doi.org/10.1016/S0001-4575(99)00089-5
An expert judgment model applied to estimating the safety effect of a bicycle facility,https://doi.org/10.1016/S0001-4575(99)00090-1
Recent European research on older drivers,https://doi.org/10.1016/S0001-4575(99)00073-1
The shift to and from daylight savings time and motor vehicle crashes,https://doi.org/10.1016/S0001-4575(99)00088-3
"The prevalence of alcohol, cannabinoids, benzodiazepines and stimulants amongst injured drivers and their role in driver culpability: Part I: the prevalence of drug use in drivers, and characteristics of the drug-positive group",https://doi.org/10.1016/S0001-4575(99)00111-6
"The prevalence of alcohol, cannabinoids, benzodiazepines and stimulants amongst injured drivers and their role in driver culpability: Part II: The relationship between drug prevalence and drug concentration, and driver culpability",https://doi.org/10.1016/S0001-4575(99)00110-4
Modeling traffic accident occurrence and involvement,https://doi.org/10.1016/S0001-4575(99)00094-9
Traffic accident reduction by monitoring driver behaviour with in-car data recorders,https://doi.org/10.1016/S0001-4575(99)00095-0
Demographic and environmental correlates of pedestrian injury collisions: a spatial analysis,https://doi.org/10.1016/S0001-4575(99)00100-1
Motorcycle engine size and risk of moderate to fatal injury from a motorcycle crash,https://doi.org/10.1016/S0001-4575(99)00101-3
Detecting intoxicated drivers in Germany — estimating the effectiveness of police tests,https://doi.org/10.1016/S0001-4575(99)00102-5
Venturesomeness and extraversion as correlates of juvenile drivers’ traffic violations,https://doi.org/10.1016/S0001-4575(99)00103-7
Economic evaluation of traffic safety measures for transport companies,https://doi.org/10.1016/S0001-4575(99)00104-9
Drink driving as a social problem: comparing the attitudes and knowledge of drink driving offenders and the general community,https://doi.org/10.1016/S0001-4575(99)00106-2
Monitoring performance of road safety programmes in New Zealand,https://doi.org/10.1016/S0001-4575(99)00115-3
Risk factors in highway traffic accidents: a case control study,https://doi.org/10.1016/S0001-4575(99)00116-5
Bibliographic section,https://doi.org/10.1016/S0001-4575(99)00099-8
