title,url
IEEE Transactions on Intelligent Vehicles,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7274857
IEEE Transactions on Intelligent Vehicles,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7274857
Editorial Launching the New IEEE Transactions on Intelligent Vehicles,https://ieeexplore.ieee.org/document/7517425/
IEEE Transactions on Intelligent Vehicles Senior Associate Editors,https://ieeexplore.ieee.org/document/7517453/
IEEE Transactions on Intelligent Vehicles,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7274857
The Role of Machine Vision for Intelligent Vehicles,https://ieeexplore.ieee.org/document/7453174/
Challenges in Perception and Decision Making for Intelligent Automotive Vehicles: A Case Study,https://ieeexplore.ieee.org/document/7448943/
A Survey of Motion Planning and Control Techniques for Self-Driving Urban Vehicles,https://ieeexplore.ieee.org/document/7490340/
"Humans and Intelligent Vehicles: The Hope, the Help, and the Harm",https://ieeexplore.ieee.org/document/7467508/
A Review of Truck Platooning Projects for Energy Savings,https://ieeexplore.ieee.org/document/7497531/
Freeway Speed Harmonization,https://ieeexplore.ieee.org/document/7448922/
Looking at Humans in the Age of Self-Driving and Highly Automated Vehicles,https://ieeexplore.ieee.org/document/7501845/
Lane Change and Merge Maneuvers for Connected and Automated Vehicles: A Survey,https://ieeexplore.ieee.org/document/7515222/
IEEE Intelligent Transportation Systems Society Information,https://ieeexplore.ieee.org/document/7517426/
IEEE Transactions on Intelligent Vehicles,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7274857
IEEE Transactions on Intelligent Vehicles,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7274857
IEEE Transactions on Intelligent Vehicles,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7274857
Editorial,https://ieeexplore.ieee.org/document/7769321/
IEEE Transactions on Intelligent Vehicles Associate Editors,https://ieeexplore.ieee.org/document/7769309/
IEEE Transactions on Intelligent Vehicles,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7274857
Modeling and Prediction of Driving Behaviors Using a Nonparametric Bayesian Method With AR Models,https://ieeexplore.ieee.org/document/7502089/
IMU-Based Smartphone-to-Vehicle Positioning,https://ieeexplore.ieee.org/document/7506285/
Classification of Driver's Neutral and Cognitive Distraction States Based on Peripheral Vehicle Behavior in Driver's Gaze Transition,https://ieeexplore.ieee.org/document/7542199/
Intelligence Testing for Autonomous Vehicles: A New Approach,https://ieeexplore.ieee.org/document/7571159/
Pushing the “Speed Limit”: High-Accuracy US Traffic Sign Recognition With Convolutional Neural Networks,https://ieeexplore.ieee.org/document/7585032/
Route and Stopping Intent Prediction at Intersections From Car Fleet Data,https://ieeexplore.ieee.org/document/7590077/
Set-Based Prediction of Traffic Participants on Arbitrary Road Networks,https://ieeexplore.ieee.org/document/7725548/
Trajectories and Maneuvers of Surrounding Vehicles With Panoramic Camera Arrays,https://ieeexplore.ieee.org/document/7725511/
Introducing IEEE Collabratec,https://ieeexplore.ieee.org/document/7769299/
IEEE Transactions on Intelligent Vehicles,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7274857
IEEE Transactions on Intelligent Vehicles,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7274857
IEEE Transactions on Intelligent Vehicles,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7274857
IEEE Transactions on Intelligent Vehicles,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7274857
IEEE Transactions on Intelligent Vehicles,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7274857
Editorial,https://ieeexplore.ieee.org/document/7879394/
IEEE Transactions on Intelligent Vehicles New Associate Editors,https://ieeexplore.ieee.org/document/7879391/
IEEE Transactions on Intelligent Vehicles,https://ieeexplore.ieee.org/xpl/RecentIssue.jsp?punumber=7274857
Hierarchical Neighborhood Based Precise Localization for Intelligent Vehicles in Urban Environments,https://ieeexplore.ieee.org/document/7819508/
