title,url
"Beliefs, motives and situational factors related to pedestrians’ self-reported behavior at signal-controlled crossings",https://doi.org/10.1016/S1369-8478(00)00004-8
Driver education for persons with cerebral palsy – a retrospective study of educational problems,https://doi.org/10.1016/S1369-8478(00)00011-5
The relation of acceleration force to traffic accident frequency: a pilot study,https://doi.org/10.1016/S1369-8478(00)00012-7
Speed choice in relation to speed limit and influences from other drivers,https://doi.org/10.1016/S1369-8478(00)00014-0
"Re-reading the road – a review of ‘Eye guidance in Reading and Scene Perception’, G. Underwood (Ed.). Oxford: Elsevier Science. 1998",https://doi.org/10.1016/S1369-8478(00)00002-4
Headway on urban streets: observational data and an intervention to decrease tailgating,https://doi.org/10.1016/S1369-8478(00)00015-2
Visual demand of bilingual message signs displaying alternating text messages,https://doi.org/10.1016/S1369-8478(00)00016-4
Effects of variable message signs for slippery road conditions on reported driver behaviour,https://doi.org/10.1016/S1369-8478(00)00017-6
Effects of variable message signs for slippery road conditions on driving speed and headways,https://doi.org/10.1016/S1369-8478(00)00018-8
New systems: new behaviour?,https://doi.org/10.1016/S1369-8478(00)00019-X
Concurrent mobile (cellular) phone use and driving performance: task demand characteristics and compensatory processes,https://doi.org/10.1016/S1369-8478(00)00020-6
Strategic changes in task performance in simulated car driving as an adaptive response to task demands,https://doi.org/10.1016/S1369-8478(00)00021-8
Modeling individuals' consideration of strategies to cope with congestion,https://doi.org/10.1016/S1369-8478(00)00022-X
Provoked driver aggression and status: a field study,https://doi.org/10.1016/S1369-8478(00)00023-1
The Fourth International Conference on Fatigue and Transportation: an overview of the meeting and a synopsis of the main themes emerging,https://doi.org/10.1016/S1369-8478(01)00002-X
Survey of New Zealand truck driver fatigue and fitness for duty,https://doi.org/10.1016/S1369-8478(01)00003-1
Driver fatigue among military truck drivers,https://doi.org/10.1016/S1369-8478(01)00004-3
Fatigue and alertness in the United States railroad industry part I: the nature of the problem,https://doi.org/10.1016/S1369-8478(01)00005-5
Fatigue and alertness in the United States railroad industry part II: fatigue research in the Office of Research and Development at the Federal Railroad Administration,https://doi.org/10.1016/S1369-8478(01)00006-7
"Sleep, watchkeeping and accidents: a content analysis of incident at sea reports",https://doi.org/10.1016/S1369-8478(01)00007-9
A sleep physiologist's view of the drowsy driver,https://doi.org/10.1016/S1369-8478(01)00008-0
Sleepiness and days of recovery,https://doi.org/10.1016/S1369-8478(01)00009-2
Policies and practices of transport companies that promote or hinder the management of driver fatigue,https://doi.org/10.1016/S1369-8478(01)00010-9
Efficacy of stimulants for fatigue management: the effects of Provigil,https://doi.org/10.1016/S1369-8478(01)00011-0
Alertness management in long-haul flying,https://doi.org/10.1016/S1369-8478(01)00012-2
Fatigue management in air traffic control: the New Zealand approach,https://doi.org/10.1016/S1369-8478(01)00013-4
Sleep-related vehicle accidents: some guides for road safety policies,https://doi.org/10.1016/S1369-8478(01)00014-6
Field-based validations of a work-related fatigue model based on hours of work,https://doi.org/10.1016/S1369-8478(01)00015-8
Empirical tests of a model of determinants of script-based driving choice,https://doi.org/10.1016/S1369-8478(01)00016-X
Maintaining task set under fatigue: a study of time-on-task effects in simulated driving,https://doi.org/10.1016/S1369-8478(01)00017-1
Interpersonal antecedents of drivers' aggression,https://doi.org/10.1016/S1369-8478(01)00018-3
Explanations for “understating” in self-reported speeding behaviour,https://doi.org/10.1016/S1369-8478(01)00019-5
Instrumental-reasoned and symbolic-affective motives for using a motor car,https://doi.org/10.1016/S1369-8478(01)00020-1
Fixation patterns of learner drivers with and without cerebral palsy (CP) when driving in real traffic environments,https://doi.org/10.1016/S1369-8478(01)00021-3
The priming function of road signs,https://doi.org/10.1016/S1369-8478(01)00023-7
Risk perception in novice drivers: the relationship between questionnaire measures and response latency,https://doi.org/10.1016/S1369-8478(01)00024-9
Drivers' use of hand-held mobile phones in Western Australia,https://doi.org/10.1016/S1369-8478(01)00022-5
The effects of music tempo on simulated driving performance and vehicular control,https://doi.org/10.1016/S1369-8478(01)00025-0
An international comparative study of self-reported driver behavior,https://doi.org/10.1016/S1369-8478(01)00026-2
Modifying driver behaviour with passenger feedback,https://doi.org/10.1016/S1369-8478(01)00027-4
The influence of desire for control on drivers' risk-taking behaviour,https://doi.org/10.1016/S1369-8478(01)00028-6
"Personality subtypes of young drivers. Relationship to risk-taking preferences, accident involvement, and response to a traffic safety campaign",https://doi.org/10.1016/S1369-8478(01)00029-8
Changes in seatbelt use after licensing: a developmental hypothesis for novice drivers,https://doi.org/10.1016/S1369-8478(02)00002-5
What characterizes a “free vehicle” in an urban area?,https://doi.org/10.1016/S1369-8478(02)00003-7
Motorway driver behaviour: studies on car following,https://doi.org/10.1016/S1369-8478(02)00004-9
"Older drivers' aberrant driving behaviour, impaired activity, and health as reasons for self-imposed driving limitations",https://doi.org/10.1016/S1369-8478(02)00005-0
"Assessment of drivers' comprehension of traffic signs based on their traffic, personal and social characteristics",https://doi.org/10.1016/S1369-8478(02)00006-2
Risk factors in work-related traffic,https://doi.org/10.1016/S1369-8478(02)00007-4
Visual search while driving: skill and awareness during inspection of the scene,https://doi.org/10.1016/S1369-8478(02)00008-6
