title,url
"Summary of design speed, operating speed, and design consistency issues",10.3141/1701-15
Bridge inspection decision making based on sequential hypothesis testing methods,10.3141/1697-03
Effect of Oregon's axle-weight-distance tax incentive,10.3141/1732-08
Cost of pavement damage due to heavier loads on Louisiana highways: Preliminary assessment,10.3141/1732-01
High-performance steel bridge design and cost comparisons,10.3141/1740-05
Dynamic traffic assignment in design and evaluation of high-occupancy toll lanes,10.3141/1733-06
Internet-based decision support for advanced public transportation systems technology,10.3141/1731-08
"Pavement and bridge cost allocation analysis of the Ontario, Canada, intercity highway network",10.3141/1732-12
Parametric study on behavior of stress-laminated southern pine bridge decks,10.3141/1740-11
"Imaging indices for quantification of shape, angularity, and surface texture of aggregates",10.3141/1721-07
Sketch planning a street network,10.3141/1722-09
Using weigh-in-motion data to calibrate trade-derived estimates of mexican trade truck volumes in texas,10.3141/1719-16
Measuring bulk-specific gravity of fine aggregates: Development of new test method,10.3141/1721-10
"Public involvement in transportation planning in the Washington, D.C., region: Report on an assessment",10.3141/1706-12
Asphalt mix evaluations: Case study at San Francisco International Airport,10.3141/1723-17
Computer-based modeling to determine the visibility and minimum retroreflectivity of pavement markings,10.3141/1708-06
Suitability of asphalt pavement analyzer for predicting pavement rutting,10.3141/1723-14
Cleveland's red line rapid: New life for a rail transit hybrid,10.3141/1704-04
Influence of experimental pavement markings on urban freeway exit-ramp traffic speeds,10.3141/1705-17
Findings on the approach process between vehicles: Implications for collision warning,10.3141/1724-04
Capital costs and ridership estimates of personal rapid transit,10.3141/1704-09
Evaluation of relationship between profilograph and profile-based roughness indexes,10.3141/1699-17
Effects of water saturation level on resistance of compacted hot-mix asphalt samples to moisture-induced damage,10.3141/1723-13
Mechanistic roughness model based on vehicle-pavement interaction,10.3141/1699-16
Asphalt permeability testing in Virginia,10.3141/1723-11
Moving crowds in Chicago: Baseball and the fourth of July,10.3141/1735-07
Estimating an origin-destination table under repeated counts of in-out volumes at highway ramps: Use of artificial neural networks,10.3141/1739-08
Pedestrian travel potential in Northern New Jersey: A metropolitan planning organization's approach to identifying investment priorities,10.3141/1705-01
Effective safety improvements through low-cost treatments,10.3141/1734-01
SCOOT real-time adaptive control in a CORSIM simulation environment,
"Bridge 1-351 over muddy run: Design, testing, and erection of an all-composite bridge",10.3141/1696-52
Car ownership in Great Britain: Panel data analysis,10.3141/1718-11
Structural identification of a long-span truss bridge,10.3141/1696-25
Determinants of distance thresholds for driving,10.3141/1718-09
Federal Highway Administration's horizontally curved steel bridge research project: An update,10.3141/1696-18
Development and evaluation of intelligent bus priority concept,10.3141/1727-02
Performance of superpave mixtures under accelerated load testing,10.3141/1716-15
"Determinants of attrition rates in two-wave, two-day household activity diary: Probit analysis",10.3141/1719-21
Risk-based design of bridge scour countermeasures,10.3141/1696-68
Stochastic frontier models of prism vertices,10.3141/1718-03
Tests of large girders treated to enhance fatigue strength,10.3141/1696-12
Data warehouse strategy to enable performance analysis,10.3141/1719-23
Performance of precast segmental structures with external tendons under moderate seismic conditions,10.3141/1696-66
Two Test Level 4 bridge railing and transition systems for transverse timber deck bridges,10.3141/1696-35
Bridge management for the 21st century,10.3141/1696-63
Maine builds longest-span precast segmental bridge with unique design-build selection process,10.3141/1696-46
Optimal network-level bridge maintenance planning based on minimum expected cost,10.3141/1696-39
Live-load girder distribution factors for bridges subjected to wide trucks,10.3141/1696-56
Fifth International Bridge Engineering Conference,
"Flintshire Bridge (Pont Sir Y Fflint), Wales: Design aesthetics and innovation",10.3141/1696-04
Temporal variations in heavy metal partitioning and loading in urban highway pavement sheet flow: Implications for in situ treatment design,10.3141/1720-12
Effects of horizontal curvature on driver visual demand,10.3141/1737-09
Analysis of gap patterns in longitudinal rumble strips to accommodate bicycle travel,10.3141/1705-14
Large and small incrementally launched structures,10.3141/1696-15
Rehabilitation of Tappan Zee Bridge using precast concrete composite deck units,10.3141/1696-09
Asphalt plug joints: Refined material tests and design guidelines,10.3141/1740-16
Seismic performance of timber bridges,10.3141/1740-10
Analyzing influence of geometric design on operating speeds along low-speed urban streets mixed-model approach,10.3141/1737-03
Microscopic simulation on high-class roads: Enhancement of environmental analyses and driving dynamics: Practical applications,10.3141/1706-09
Fast emergency vehicle preemption systems,10.3141/1739-06
Reducing hazardous materials releases from railroad tank car safety vents,10.3141/1707-04
Design of the Cross Florida Greenway land bridge over I-75 using precast Florida u-beams,10.3141/1696-61
The once and future steel bridge,10.3141/1696-26
Influence of hydration temperature on durability and mechanical property performance of prestressed and precast high-performance concrete beams,10.3141/1696-16
Proceedings: Fifth International Bridge Engineering Conference: Foreword,
Low-volume road bridge alternative,10.3141/1696-21
Design and construction of a cable-trussed girder bridge,10.3141/1696-30
Fatigue evaluation of steel and concrete bridges,10.3141/1696-10
Design of roundabouts in France: Historical context and state of the art,10.3141/1737-12
Effect of residential location and access to transportation on employment opportunities,10.3141/1726-04
Are minimization of delay and minimization of freeway congestion compatible ramp metering objectives?,10.3141/1727-14
Benefits of split intersections,10.3141/1737-05
"Importance of vehicle costs, fuel prices, and fuel efficiency in hybrid electric vehicle market success",10.3141/1738-02
Modeling learning and evolutionary adaptation processes in activity settings: Theory and numerical simulations,10.3141/1718-04
Evaluation of online travel time estimators and predictors,10.3141/1719-06
Utilization of construction and demolition debris under traffic-type loading in base and subbase applications,10.3141/1714-05
Using a road surface analyzer to explain noise characteristics of portland cement concrete pavement surface texture,10.3141/1716-17
Load testing to collapse limit state of Barr Creek Bridge,10.3141/1696-49
Are travel times and distances to work greater for residents of poor urban neighborhoods?,10.3141/1718-10
"Integrated traffic-responsive urban corridor control strategy in Glasgow, Scotland: Application and evaluation",10.3141/1727-13
California department of transportation statewide storm water management program,10.3141/1720-13
Rapid bridge deck replacement with full-depth precast concrete slabs,10.3141/1712-17
Bridge-condition assessment and load rating using nondestructive evaluation methods,10.3141/1696-48
Simplified load distribution for vehicles with nonstandard axle gauges,10.3141/1696-58
Fifth International Bridge Engineering Conference: Foreword,
Developing a dynamic traffic management modeling framework for hurricane evacuation,10.3141/1733-15
Density and captivity in public transit success: Observations from the 1995 nationwide personal transportation study,10.3141/1735-02
Integrated smart-card fare system: Results from field operational test,10.3141/1735-17
Swelling potential of Kansas soils modeling and validation using artificial neural network reliability approach,10.3141/1736-18
Transit passenger perceptions of transit-related crime reduction measures,10.3141/1731-16
In-service performance of high-performance concrete bridge decks,10.3141/1696-62
Aggregate- and disaggregate-based travel time estimations: Comparison of applications to sustainability analysis and advanced traveler information systems,10.3141/1725-12
European practice for bridge scour and stream instability countermeasures,10.3141/1696-69
Performance evaluation of composite prestressed concrete slab bridges,10.3141/1740-02
Testing bridges by using tiltmeter measurements,10.3141/1696-51
North Carolina DOT's skill-based pay program: A working model for training and compensating highway workers,10.3141/1729-01
Analysis of fatal crashes in Georgia work zone,10.3141/1715-03
Real-time indicators of vehicle kilometers of travel and congestion: One year of experience,10.3141/1719-27
Using global positioning system data to understand variations in path choice,10.3141/1725-06
Comparative analysis of volumetric properties for Superpave gyratory compactors,10.3141/1712-05
Comparison of VISSIM and CORSIM traffic simulation models on a congested network,10.3141/1727-07
Incorporating subgrade lime stabilization into pavement design,10.3141/1721-01
Social costs of aircraft noise and engine emissions: Case study of Amsterdam's Schiphol Airport,
Numerical and graphical method to assess permanent deformation potential for repeated compressive loading of asphalt mixtures,10.3141/1723-19
Cost comparisons of remedial methods to correct track substructure instability,10.3141/1713-02
Evaluating measured tire contact stresses to predict pavement response and performance,10.3141/1716-09
Quantified checklists for construction inspection examination,10.3141/1712-21
Development of composite quality measures,10.3141/1712-13
Effects of access features and interaction among driveways as investigated by simulation,10.3141/1706-03
It's 10 o'clock: Do you know where your sensors are?,10.3141/1716-02
Fine-aggregate angularity: Automated image analysis approach,10.3141/1721-08
Automated enforcement of red light running technology and programs: A review,10.3141/1734-05
Airport automated people mover systems: Analysis with a hybrid computer simulation model,10.3141/1703-07
Forced and ambient vibration tests and vibration monitoring of Hakucho suspension bridge,10.3141/1696-43
Car scheduling: What's the point?,10.3141/1707-01
Setting speed limits on Kansas two-lane highways: Neuronet approach,10.3141/1708-03
"Potential response to road user charging in Dublin, Ireland",10.3141/1732-06
Gas-kinetic modeling and simulation of pedestrian flows,10.3141/1710-04
Calibration and validation of a dynamic traffic assignment model,10.3141/1733-08
Evaluating real-time bus arrival information systems,10.3141/1731-10
Effects of relaxation and anticipation on Riemann solutions of Payne-Whitham model,10.3141/1710-15
Bus rapid transit technologies in the Americas: An overview,10.3141/1731-01
Characterizing and modeling observed lane-changing behavior: Lane-vehicle-based microscopic simulation on urban street network,10.3141/1710-12
Asking transit users about transit-oriented design,10.3141/1735-03
Integrated multimedia uniform bridge element identification system database for bridge inspection and maintenance,10.3141/1697-01
Predesign foundation load test program for US-17 (Wilmington) bypass over Northeast Cape Fear River,10.3141/1736-03
Genetic algorithm for a pickup and delivery problem with time windows,10.3141/1733-01
Proposed pavement performance models for local government agencies in Michigan,
Seasonally changing speed limits: Effects on speeds and accidents,10.3141/1734-07
Speed reduction as a surrogate for accident experience at horizontal curves on rural two-lane highways,10.3141/1701-11
AASHTO's load and resistance factor design specifications for transverse braces: Adverse effects on integrity and durability of reinforced concrete deck slabs,10.3141/1740-15
Innovative design and construction of Chesapeake and Delaware Canal Bridge,10.3141/1696-41
New procedure for detector data screening in traffic management systems,10.3141/1727-16
Technology transfer of tools for passenger rail environmental analysis,10.3141/1713-06
Seismic hazard study for New York City area bridges,10.3141/1696-67
Durability of composite reinforcement for timber bridges,10.3141/1696-54
Route choice model with inductive learning,10.3141/1725-09
Laboratory performance evaluation of cement-stabilized soil base mixtures,10.3141/1721-03
Flagstaff I-40 asphalt rubber overlay project: Nine years of success,10.3141/1723-06
Land use and transportation planning for twin cities using a genetic algorithm,10.3141/1722-08
Using transverse profile data to compute plastic deformation parameters for asphalt concrete pavements,10.3141/1716-11
Backcalculation of thermally deformed concrete pavements,10.3141/1716-08
Detecting the extent of corrosion with acoustic emission,10.3141/1698-08
Considerations for providing subsurface drainage in jointed concrete pavements,10.3141/1709-01
Selection and evaluation of field permeability device for asphalt pavements,
Use of public transportation by airport passengers,10.3141/1703-11
Field evaluation of geocell use in flexible pavements,10.3141/1709-04
Evaluation of accuracy of surface profilers,10.3141/1699-18
Early strength of self-compacting concrete,10.3141/1698-09
Conditional bus priority at signalized intersections: Better service with less traffic disruption,10.3141/1731-04
Structured approach to managing quality of pavement distress data: Virginia department of transportation experience,10.3141/1699-10
Observed traffic pattern changes due to variable tolls,10.3141/1732-07
Delay variability at signalized intersections,10.3141/1710-25
Validation of left-turn delay at two-way stop-controlled intersections,10.3141/1710-21
Airport infrastructure management with geographic information systems: State of the art,10.3141/1703-08
Using pavement management system concepts to determine the cost and impact of utility trenching on an urban road network,10.3141/1699-05
Integration of the motor carrier safety status measurement system into the roadside inspection selection system,10.3141/1734-09
New paradigm for state department of transportation environmental initiatives: New York state's guidelines and procedures,10.3141/1702-11
Cincinnati's new Riverfront Transit Center: Unique approach to serving the Midwest's largest sports and entertainment venue,10.3141/1735-11
Design speed and operating speed in rural highway alignment design,10.3141/1701-09
Mixed global and local assignment algorithms for quasi-dynamic local truckload trucking operations with strict time windows,10.3141/1733-07
Premium public parking services: A way to improve parking operations at airports,10.3141/1703-14
Relationship of freight facilities in central business district office buildings to truck traffic,10.3141/1707-07
Experimental verification of time-dependent accumulation predictions in congested traffic,10.3141/1710-10
Development of Florida's transit level-of-service indicator,10.3141/1731-15
Fatigue cracking in rigid airfield pavements at large commercial-service airports,10.3141/1703-09
Impacts of an advanced public transportation system demonstration project,10.3141/1735-20
Options approach to risk analysis in transportation planning,10.3141/1706-07
High-performance concrete in the Richlands bridge in Virginia,10.3141/1698-03
Analytical expressions of incident-induced flow dynamics perturbations: Using macroscopic theory and extension of Lighthill-Whitham theory,10.3141/1710-07
Zigzagging of bus routes: An analytical approach,10.3141/1731-02
Modeling four-directional pedestrian flows,10.3141/1710-03
Economic evaluation of bridge seismic retrofit improvements,10.3141/1732-10
Load distribution and shear strength evaluation of an old concrete T-beam bridge,10.3141/1696-08
Bridge safety assurance measures taken in New York State,10.3141/1696-22
Bridge girders with corrugated webs,10.3141/1696-19
Freeway facility methodology in highway capacity manual 2000,10.3141/1710-20
Development of pavement type evaluation procedure for Texas department of transportation,10.3141/1699-04
"Katy freeway high-occupancy vehicle lane value pricing project, Houston, Texas: Evaluation of usage",10.3141/1732-04
Developing a quantitative rating system for continuously reinforced concrete pavement,10.3141/1699-02
Future world oil prices and the potential for new transportation fuels,10.3141/1738-11
Turn lane storage length design theory for the practitioner,10.3141/1737-11
Route and scheduling choice under travel time uncertainty,10.3141/1725-10
Upgrading Missouri transportation infrastructure: Solid reinforced-concrete decks strengthened with fiber-reinforced polymer systems,10.3141/1740-20
"Bicriterion traffic equilibrium: T2 model, algorithm, and software overview",10.3141/1725-08
Determining the overall value of implemented new technology in transportation: Integrated multiple objective-attribute methodology,10.3141/1739-12
"Liquefaction and lateral spread evaluation and mitigation for highway overpass structure Cherry Hill Interchange, Davis County, Utah",10.3141/1736-15
Performance evaluation of neural networks in concrete condition assessment,10.3141/1739-10
Estimating maintenance-of-way costs for U.S. railroads after deregulation,10.3141/1707-02
Web-based expert geographical information system for advanced transportation management systems,10.3141/1719-26
Uncompacted voids and particle index tests for evaluating coarse aggregate,10.3141/1721-12
Water-quality effects of tire shreds placed above the water table: Five-year field study,10.3141/1714-03
Top-down cracking of rigid pavements constructed with fast-setting hydraulic cement concrete,10.3141/1712-01
Effects of testing time and confining pressure on falling-head permeability tests of hot-mix asphalt concrete,10.3141/1723-12
Influence of soil suction and environmental factors on drying characteristics of granular subgrade soils,10.3141/1714-13
Effective transit requires walkable communities: Land use lessons of transport patterns in four world cities,10.3141/1722-07
Influence of elastomeric bearings on traffic-induced vibration of highway bridges,10.3141/1696-47
Implementation of high strength-high performance concrete in two Texas highway overpass structures: Critical comparison,10.3141/1696-60
Driver braking performance in stopping sight distance situations,10.3141/1701-02
Determining the best method for measuring no-passing zones,10.3141/1701-08
Design and performance of jointless bridges in Ontario: New technical and material concepts,10.3141/1696-14
Current state of the Quebec Bridge,10.3141/1696-29
Wood in transportation program: An overview,10.3141/1696-32
Comprehensive bridge scour evaluation methodology,10.3141/1696-64
"Aggressive driving and road range behaviors on freeways in San Diego, California: Spatial and temporal analyses of observed and reported variations",10.3141/1724-02
Picking publics properly: An artful science,10.3141/1706-11
Validation of high-fidelity traffic simulation models,10.3141/1710-08
Safety models for rural freeway work zones,10.3141/1715-01
Thin conductive concrete overlay for bridge deck deicing and anti-icing,10.3141/1698-07
Steel bridges with double-composite action: Innovative design,10.3141/1696-31
Temperature correction on falling weight deflectometer measurements,10.3141/1716-04
Conceptual model to support systematic use of performance measures in state transportation agencies,10.3141/1706-08
Predictive time-based feedback control approach for managing freeway incidents,10.3141/1710-09
Noise issues of concrete-pavement texturing,10.3141/1702-09
Simulation model for calculating pavement temperatures including maximum temperature,10.3141/1699-19
Seohae Grand Bridge,10.3141/1696-28
Public perceptions of Wisconsin pavements and trade-offs in pavement improvement,10.3141/1699-09
Design of semilightweight bridge girders: Development-length considerations,10.3141/1696-06
Risk analysis techniques for safety evaluation of highway work zones,10.3141/1715-02
Control of live load on bridges,10.3141/1696-55
Dynamic interpretation of falling weight deflectometer test results: Spectral element method,
Diagnostic load tests of a prestressed concrete bridge damaged by overheight vehicle impact,10.3141/1696-50
Competition and equilibria of private toll roads in a traffic network,10.3141/1733-03
Land use as an air quality control measure Review of current practice and examination of policy options,10.3141/1738-04
Transportation asset management: The value of enterprise-based financial reporting,10.3141/1729-07
Keeping passenger surveys up to date: A fuzzy approach,10.3141/1735-05
Assessing impacts of improved signal timing as a transportation control measure using an activity-specific modeling approach,10.3141/1738-06
"Bus accidents in India, Nepal, Tanzania, and Zimbabwe",10.3141/1726-03
Genetic algorithms for traffic signal control and queue management of oversaturated two-way arterials,10.3141/1727-08
"Analysis of time allocation, departure time, and route choice behavior under congestion pricing",10.3141/1725-13
Framework for the analysis of grocery teleshopping,10.3141/1725-01
Effect of the work zone double-fine law in Texas,10.3141/1715-04
Analysis of quality control and quality assurance data for Superpave mixes,
Assessing potential for modal substitution from statewide freight commodity flow data,10.3141/1719-02
Truck trip generation models for seaports with container and trailer operation,10.3141/1719-01
Engineering properties of loess-fly ash mixtures for roadbase construction,10.3141/1714-07
Coast-to-coast comparison of time use and activity patterns,10.3141/1718-05
Advanced prediction of train arrival and crossing times at highway-railroad grade crossings,10.3141/1708-08
Heuristic vehicle classification using inductive signatures on freeways,10.3141/1717-16
Stone interlayer pavement design,10.3141/1709-08
Design of a randomized tining rake for portland cement concrete pavements using spectral analysis,10.3141/1702-08
Long-span guardrail system for culvert applications,10.3141/1720-03
Locator tones for pedestrian signals,10.3141/1705-07
Innovative data collection techniques for roadside origin-destination surveys,10.3141/1719-18
Truck speed profiles,10.3141/1701-14
"Adjusting computer modeling tools to capture effects of smart growth: Or ""poking at the project like a lab rat""",10.3141/1722-03
Assessing public benefits of reusing waste materials in highway projects: A framework and decision-support tool,10.3141/1702-12
Method for identifying factors contributing to driver-injury severity in traffic crashes,10.3141/1717-01
Market-based approach to customized trip-reduction program design,10.3141/1711-08
Tree induction of spatial choice behavior,10.3141/1719-33
"Traffic signal coordination across jurisdictional boundaries: Field evaluation of efficiency, energy, environmental, and safety impacts",10.3141/1727-06
Cost-benefit analysis of sleeper replacement strategies: Simulation model,10.3141/1713-03
Alternatives to diesel fuel in California: Fuel-cycle energy and emission effects of possible replacements due to the toxic air contaminant diesel particulate decision,10.3141/1738-10
Aesthetics of cable-stayed bridges,10.3141/1696-40
Responses of plain and steel fiber-reinforced concrete beams to temperature and mechanical loads: Experimental study,10.3141/1740-04
Evaluation of excess foundry system sands for use as subbase material,10.3141/1714-06
Estimation of second-order effects for pole-type structures,10.3141/1740-19
Effect of cycle-counting methods on effective stress range and number of stress cycles for fatigue-prone details,10.3141/1740-07
"Anticipated travel time, information acquisition, and actual experience: Hanshin Expressway Route closure, Osaka-Sakai, Japan",10.3141/1725-11
Nonparametric approach to managing materials quality,10.3141/1712-14
Use of high-performance concrete for bridge abutments: A case study,10.3141/1740-03
Asset management: What is the fuss?,10.3141/1729-03
Benefit-cost evaluation of traveler information: Seattle's Washington State Department of Transportation website,10.3141/1739-04
Retrofit of aerodynamic cable instability on a cable-stayed bridge: Case study,10.3141/1740-08
Grand Canyon National Park: Assessment of transportation alternatives,10.3141/1735-08
Effect of lime on ignition furnace calibration,10.3141/1712-09
Public transport and the compact city,10.3141/1735-01
Evaluation of notched-wedge longitudinal joint construction,10.3141/1712-06
Traveler responses to advanced traveler information systems for shopping trips: Interactive survey approach,10.3141/1725-16
Characterizing granular material coarseness and micromechanical properties with a small-diameter penetrometer,10.3141/1714-11
Advanced educational technologies and intelligent transportation systems training: State of the practice,10.3141/1729-09
Linking public and private performance measurement,10.3141/1729-06
Behavior of a sandy silt reinforced with discontinuous recycled fiber inclusions,10.3141/1714-02
Estimating subgrade stiffness and bedrock depth: Combined falling weight deflectometer and simplified spectral analysis of surface waves measurements,10.3141/1716-05
Assessment and reuse of old foundations,10.3141/1736-07
Optimal bus stop spacing through dynamic programming and geographic modeling,10.3141/1731-03
Freeway traffic speed estimation with single-loop outputs,10.3141/1727-15
"Effect of speed, flow, and geometric characteristics on crash frequency for two-lane highways",10.3141/1717-10
The operations and maintenance business information link: Information technology for performance measurement,10.3141/1729-08
Automatic vehicle identification technology-based freeway incident detection,10.3141/1727-18
Driving to distractions: Recreational trips in private vehicles,10.3141/1719-35
Irregularly sampled transit vehicles used as traffic sensors,10.3141/1719-05
Tools to identify safety issues for a corridor safety-improvement program,10.3141/1717-04
Activity-travel patterns of nonworkers in the San Francisco Bay area: Exploratory analysis,10.3141/1718-06
Evaluating human risk in side impact collisions with roadside objects,10.3141/1720-08
"International nature of the tren urbano project in San Juan, Puerto Rico",10.3141/1704-02
Buses as a traffic probe: Demonstration project,10.3141/1731-12
Australia's bridge design load model: Planning for an efficient road transport industry,10.3141/1696-36
Using duration models to analyze experimental pavement failure data,10.3141/1699-12
Guideline for Evaluation of Scour at Bridges: Proposed ASCE standard,10.3141/1696-44
Analyzing arterial streets in near-capacity or overflow conditions,10.3141/1710-27
Practical applications of a bridge management system in Japan,10.3141/1696-38
Planning and implementation of a management system for utility cuts,10.3141/1699-06
Defining the operator interface of a snowplow lane tracking system from field interviews and surveys,10.3141/1700-07
Comparison of low-fidelity TRANSIMS and high-fidelity CORSIM highway simulation models with intelligent transportation system data,10.3141/1739-01
Lateral load capacity and passive resistance of full-scale pile group and cap,10.3141/1736-04
Maximum possible weaving volume for effective operations of ramp-weave areas: Online estimation,10.3141/1727-17
In situ investigation of liquefiable gravels,10.3141/1714-10
ARTIMIS telephone travel information service: Current use patterns and user satisfaction,10.3141/1739-02
"How chaos does not destroy ridership: Operations of an exclusive busway carrying more than 35,000 passengers per hour per direction",10.3141/1726-01
Simulating bus operations with enhanced corridor simulator: Case study of New Jersey transit bus route 39,10.3141/1731-13
