title,url
Editorial Board,https://doi.org/10.1016/S2590-1982(19)30047-8
"Swim lanes, stovepipes, and inside baseball: Fostering interdisciplinary transportation research",https://doi.org/10.1016/j.trip.2019.100023
Learning to build strategic capacity for transportation policy change: An interdisciplinary exploration,https://doi.org/10.1016/j.trip.2019.100006
Evaluation of sustainable urban mobility using comparative environmental life cycle assessment: A case study of Qatar,https://doi.org/10.1016/j.trip.2019.100003
Progress or regress on gender equality: The case study of selected transport STEM careers and their vocational education and training in Japan,https://doi.org/10.1016/j.trip.2019.100009
Increasing civil aviation capacity in China requires harmonizing the physical and human components of capacity: A review and investigation,https://doi.org/10.1016/j.trip.2019.100005
Antecedents of flight delays in the Australian domestic aviation market,https://doi.org/10.1016/j.trip.2019.100007
What passengers really want: Assessing the value of rail innovation to improve experiences,https://doi.org/10.1016/j.trip.2019.100014
Michigan's public transportation: An application of statewide performance assessment and management,https://doi.org/10.1016/j.trip.2019.100013
Audio on the go: The effect of audio cues on memory in driving,https://doi.org/10.1016/j.trip.2019.100004
"Safety, stress and work zone complexity: A field study on police officers performing on-foot traffic control",https://doi.org/10.1016/j.trip.2019.100018
Multiobjective integrated signal-control system calibration in urban areas: Application of response surface methodology,https://doi.org/10.1016/j.trip.2019.100011
Decentralized network level adaptive signal control by multi-agent deep reinforcement learning,https://doi.org/10.1016/j.trip.2019.100020
Practitioners' perspective on user experience and design of cycle highways,https://doi.org/10.1016/j.trip.2019.100010
"Assessing service and price sensitivities, and pivot elasticities of public bikeshare system users through monadic design and ordered logit regression",https://doi.org/10.1016/j.trip.2019.100015
Physical activity of electric bicycle users compared to conventional bicycle users and non-cyclists: Insights based on health and transport data from an online survey in seven European cities,https://doi.org/10.1016/j.trip.2019.100017
"An informal transportation as a feeder of the rapid transit system. Spatial analysis of the e-bike taxi service in Shenzhen, China",https://doi.org/10.1016/j.trip.2019.100002
"A socioeconomic analysis of ride-hailing emergence and expansion in São Paulo, Brazil",https://doi.org/10.1016/j.trip.2019.100016
Comparison of Waze crash and disabled vehicle records with video ground truth,https://doi.org/10.1016/j.trip.2019.100019
"Are you going to get a ticket or a warning for speeding? An autologistic regression analysis in Burlington, VT",https://doi.org/10.1016/j.trip.2019.100001
Crowd-shipping services for last mile delivery: Analysis from American survey data,https://doi.org/10.1016/j.trip.2019.100008
Planning for walking and cycling in an autonomous-vehicle future,https://doi.org/10.1016/j.trip.2019.100012
"Automated speed control on urban arterial road: An experience from Khon Kaen City, Thailand",https://doi.org/10.1016/j.trip.2019.100032
Evaluation on the coordinated development of air logistics in Beijing-Tianjin-Hebei,https://doi.org/10.1016/j.trip.2019.100034
Editorial Board,https://doi.org/10.1016/S2590-1982(19)30082-X
Computing optimum traffic signal cycle length considering vehicle delay and fuel consumption,https://doi.org/10.1016/j.trip.2019.100021
Flood evacuation and rescue: The identification of critical road segments using whole-landscape features,https://doi.org/10.1016/j.trip.2019.100022
Innovative scenarios for modeling intra-city freight delivery,https://doi.org/10.1016/j.trip.2019.100024
Geoanalysis of park-and-ride facilities for future laboratory-wide commuting program,https://doi.org/10.1016/j.trip.2019.100025
Embedding aircraft system modeling to ATM safety assessment techniques: The runway excursion safety case for runway strips with reduced strength,https://doi.org/10.1016/j.trip.2019.100026
"Factors associated with physical, psychological and functional outcomes in adult trauma patients following Road Traffic Crash: A scoping literature review",https://doi.org/10.1016/j.trip.2019.100061
,https://doi.org/10.1016/j.trip.2019.100062
The irresistible peak-hour: Instrumental and axiological rationales of work hours' synchronisation,https://doi.org/10.1016/j.trip.2019.100063
How to support cooperative driving by HMI design?,https://doi.org/10.1016/j.trip.2019.100064
Factors influencing Pedestrian Speed in Level of Service (LOS) of pedestrian facilities,https://doi.org/10.1016/j.trip.2019.100066
Using the abstraction hierarchy to identify how the purpose and structure of road transport systems contributes to road trauma,https://doi.org/10.1016/j.trip.2019.100067
Link-level travel time measures-based level of service thresholds by the posted speed limit,https://doi.org/10.1016/j.trip.2019.100068
Identification of trip generators using remote sensing and geographic information system,https://doi.org/10.1016/j.trip.2019.100069
The impact on neighbourhood residential property valuations of a newly proposed public transport project: The Sydney Northwest Metro case study,https://doi.org/10.1016/j.trip.2019.100070
An adaptive big data weather system for surface transportation,https://doi.org/10.1016/j.trip.2019.100071
An interdisciplinary review to develop guidelines for modeling population displacement as a function of infrastructure reconstruction decisions,https://doi.org/10.1016/j.trip.2019.100072
Does news coverage of traffic crashes affect perceived blame and preferred solutions? Evidence from an experiment,https://doi.org/10.1016/j.trip.2019.100073
Rural Transport Services Indicators: Using a new mixed-methods methodology to inform policy in Ghana,https://doi.org/10.1016/j.trip.2019.100074
Creating a prediction model of passenger preference between low cost and legacy airlines,https://doi.org/10.1016/j.trip.2019.100075
Driving performance and specific attentional domains,https://doi.org/10.1016/j.trip.2019.100077
Introducing a mobility on demand system to prospective users with the help of a serious game,https://doi.org/10.1016/j.trip.2019.100079
Editorial Board,https://doi.org/10.1016/S2590-1982(20)30035-X
From knowledge to action: Measuring the gaps between the evidence and adapted driver education services for young adults with disabilities,https://doi.org/10.1016/j.trip.2019.100065
"Ranking factors affecting public transport mode choice of commuters in an urban city of a developing country using analytic hierarchy process: The case of Metro Cebu, Philippines",https://doi.org/10.1016/j.trip.2019.100078
Using social media to evaluate associations between parking supply and parking sentiment,https://doi.org/10.1016/j.trip.2019.100085
Mathematical modeling of air pollution in city tunnels and evaluating mitigation strategies,https://doi.org/10.1016/j.trip.2019.100086
Evaluating driver cognitive distraction by eye tracking: From simulator to driving,https://doi.org/10.1016/j.trip.2019.100087
Drones for parcel and passenger transportation: A literature review,https://doi.org/10.1016/j.trip.2019.100088
"How are automobile fuel quality standards guaranteed? Evidence from Indonesia, Malaysia and Vietnam",https://doi.org/10.1016/j.trip.2019.100089
Adolescents' attitudes and intentions to use a smartphone app to promote safe driving,https://doi.org/10.1016/j.trip.2020.100090
A simulation-based approach to provide insights on Hyperloop network operations,https://doi.org/10.1016/j.trip.2020.100092
Effects of the driving context on the usage of Automated Driver Assistance Systems (ADAS) -Naturalistic Driving Study for ADAS evaluation,https://doi.org/10.1016/j.trip.2020.100093
Perceived safety and experienced incidents between pedestrians and cyclists in a high-volume non-motorized shared space,https://doi.org/10.1016/j.trip.2020.100094
Insects and aviation safety: The case of the keyhole wasp ,https://doi.org/10.1016/j.trip.2020.100096
Exploring the price of motor vehicle collisions – A compensation cost approach,https://doi.org/10.1016/j.trip.2020.100097
Investigating the influence of highway median design on driver stress,https://doi.org/10.1016/j.trip.2020.100098
"Impeding access: The frequency and characteristics of improper scooter, bike, and car parking",https://doi.org/10.1016/j.trip.2020.100099
"Evaluation of pavement condition index by different methods: Case study of Maringá, Brazil",https://doi.org/10.1016/j.trip.2020.100100
Optimal locations for bikeshare stations: A new GIS based spatial approach,https://doi.org/10.1016/j.trip.2020.100101
"Pathways to sustainable urban mobility planning: A case study applied in São Luís, Brazil",https://doi.org/10.1016/j.trip.2020.100102
