title,url
Editorial,https://doi.org/10.1016/S0967-070X(00)00018-4
The economic evaluation of transport infrastructure: needs for international comparisons,https://doi.org/10.1016/S0967-070X(00)00008-1
Evaluation methodologies for transport projects in the United Kingdom,https://doi.org/10.1016/S0967-070X(00)00009-3
Evaluation of infrastructure investments in Germany,https://doi.org/10.1016/S0967-070X(00)00012-3
Evaluation methodologies of transportation projects in France,https://doi.org/10.1016/S0967-070X(00)00014-7
Evaluation methodologies of transportation projects in Japan,https://doi.org/10.1016/S0967-070X(00)00013-5
Methods for evaluation of transportation projects in the USA,https://doi.org/10.1016/S0967-070X(00)00011-1
Transport project appraisal in the European Union,https://doi.org/10.1016/S0967-070X(00)00010-X
Evaluation of road projects and programs in developing countries,https://doi.org/10.1016/S0967-070X(00)00016-0
International comparison of background concept and methodology of transportation project appraisal,https://doi.org/10.1016/S0967-070X(00)00015-9
Road pricing in National Parks: a case study in the Yorkshire Dales National Park,https://doi.org/10.1016/S0967-070X(99)00026-8
"Contestability in the UK bus industry? The National Bus Company, and the “Tilling Mark II” effect",https://doi.org/10.1016/S0967-070X(99)00027-X
Evaluation of the Cycle Challenge project: a case study of the Nottingham Cycle-Friendly Employers' project,https://doi.org/10.1016/S0967-070X(99)00028-1
The UK Roads Review—a hedonic model of decision making,https://doi.org/10.1016/S0967-070X(00)00002-0
Green commuter plans and the small employer: an investigation into the attitudes and policy of the small employer towards staff travel and green commuter plans,https://doi.org/10.1016/S0967-070X(00)00003-2
Mobility of older people and their quality of life,https://doi.org/10.1016/S0967-070X(00)00004-4
Determinants of private car users' acceptance of road pricing,https://doi.org/10.1016/S0967-070X(00)00005-6
Influence of bus-based park and ride facilities on users’ car traffic,https://doi.org/10.1016/S0967-070X(00)00006-8
"Integration, integration, integration… Planning for sustainable and integrated transport systems in the new millennium",https://doi.org/10.1016/S0967-070X(00)00025-1
Legislating for modal shift: background to the UK's new transport act,https://doi.org/10.1016/S0967-070X(00)00028-7
Integrating transport into ‘joined-up’ policy appraisal,https://doi.org/10.1016/S0967-070X(00)00021-4
Transport and social exclusion in London,https://doi.org/10.1016/S0967-070X(00)00024-X
Helping drivers out of their cars Integrating transport policy and social psychology for sustainable change,https://doi.org/10.1016/S0967-070X(00)00026-3
"Seamless, accessible travel: users’ views of the public transport journey and interchange",https://doi.org/10.1016/S0967-070X(00)00022-6
Congestion and multimodal transport: a survey of cargo transport operators in the Netherlands,https://doi.org/10.1016/S0967-070X(00)00023-8
Public attitudes to TDM measures: a comparative study,https://doi.org/10.1016/S0967-070X(00)00007-X
Drivers’ acceptance of automatic speed limiters: implications for policy and implementation,https://doi.org/10.1016/S0967-070X(00)00017-2
Local authority and academic attitudes to urban road pricing: a UK perspective,https://doi.org/10.1016/S0967-070X(00)00019-6
The use of mixtures of market and experimental choice data in establishing guideline weights for evaluating competitive bids in a transport organisation,https://doi.org/10.1016/S0967-070X(00)00027-5
De-marketing the car,https://doi.org/10.1016/S0967-070X(00)00029-9
The success story of Spanish suburban railways: determinants of demand and policy implications,https://doi.org/10.1016/S0967-070X(00)00030-5
"Ten myths about US urban rail systems by Thomas Rubin, James Moore, and Shin Lee—a rejoinder",https://doi.org/10.1016/S0967-070X(00)00020-2
Index,https://doi.org/10.1016/S0967-070X(00)00037-8
Developing a freight strategy: the use of a collaborative learning process to secure stakeholder input,https://doi.org/10.1016/S0967-070X(00)00031-7
"Strategic land use planning for freight: the experience of the Port of London Authority, 1994–1999",https://doi.org/10.1016/S0967-070X(00)00032-9
