title,url
Road crack detection interpreting background images by convolutional neural networks and a self-organizing map,10.1111/mice.13132
Encoder–decoder with pyramid region attention for pixel-level pavement crack recognition,10.1111/mice.13128
Cumulative absolute velocity prediction for earthquake early warning with deep learning,10.1111/mice.13065
Unmanned aerial vehicle–human collaboration route planning for intelligent infrastructure inspection,10.1111/mice.13176
Damage scenario analysis of bridges using crowdsourced smartphone data from passing vehicles,10.1111/mice.13130
Machine learning–informed soil conditioning for mechanized shield tunneling,10.1111/mice.13152
Material augmented semantic segmentation of point clouds for building elements,10.1111/mice.13198
Investigating the min-cost minimum fleet problem through taxi data analysis,10.1111/mice.13106
Structural performance-based anomaly detection for velocity pulse,10.1111/mice.13174
Integrated corridor management by cooperative traffic signal and ramp metering control,10.1111/mice.13199
An automated machine learning approach for classifying infrastructure cost data,10.1111/mice.13114
A response-compatible ground motion generation method using physics-guided neural networks,10.1111/mice.13194
Flutter performance simulation on streamlined bridge deck with active aerodynamic flaps,10.1111/mice.13170
Vision-based fatigue crack automatic perception and geometric updating of finite element model for welded joint in steel structures,10.1111/mice.13166
AI-enabled airport runway pavement distress detection using dashcam imagery,10.1111/mice.13200
Component-level point cloud completion of bridge structures using deep learning,10.1111/mice.13218
Multi-view stereo for weakly textured indoor 3D reconstruction,10.1111/mice.13149
Intelligent recognition of joints and fissures in tunnel faces using an improved mask region-based convolutional neural network algorithm,10.1111/mice.13097
Smartphone-based method for measuring maximum peak tensile and compressive strain,10.1111/mice.13204
Intention-aware robot motion planning for safe worker–robot collaboration,10.1111/mice.13129
Deep learning-based automatic classification of three-level surface information in bridge inspection,10.1111/mice.13117
Predicting the life cycle durability and ecological performance of cementitious coatings with a fuzzy-stochastics–based approach,10.1111/mice.13048
Cross-entropy-based adaptive fuzzy control for visual tracking of road cracks with unmanned mobile robot,10.1111/mice.13108
Self-training approach for crack detection using synthesized crack images based on conditional generative adversarial network,10.1111/mice.13119
Coloring and fusing architectural sketches by combining a Y-shaped generative adversarial network and a denoising diffusion implicit model,10.1111/mice.13116
Real-time displacement measurement for long-span bridges using a compact vision-based system with speed-optimized template matching,10.1111/mice.13177
Optimizing net present values of risk avoidance for mountain railway alignments with seismic performance evaluation,10.1111/mice.13125
Inverse analysis of deformation moduli for high arch dams using the displacement reconstruction technique and multi-objective optimization,10.1111/mice.13141
Traffic prediction via clustering and deep transfer learning with limited data,10.1111/mice.13207
In-fleet structural health monitoring of roadway bridges using connected and autonomous vehicles’ data,10.1111/mice.13180
Heterogeneity-oriented ensemble learning for rail monitoring based on vehicle-body vibration,10.1111/mice.13146
Virtual-real-fusion simulation framework for evaluating and optimizing small-spatial-scale placement of cooperative roadside sensing units,10.1111/mice.13167
Real-time ergonomic risk assessment in construction using a co-learning-powered 3D human pose estimation model,10.1111/mice.13139
A spatiotemporal control method at isolated intersections under mixed-autonomy traffic conditions,10.1111/mice.13127
Parallel heterogeneous data-fusion convolutional neural networks for improved rail bridge strike detection,10.1111/mice.13195
